timestamp px py pz qx qy qz qw
1532199419.611187696 0.698527099 2.161380035 6.681378960 -0.149015952 -0.018385554 -0.090367101 0.984525269
1532199419.710962296 0.700223748 2.170150158 6.689618090 -0.149118344 -0.018880995 -0.089891292 0.984543947
1532199419.759845018 0.699183080 2.174926408 6.695585489 -0.149742003 -0.018824163 -0.089364547 0.984498330
1532199419.810755968 0.693198589 2.177101304 6.702463700 -0.149999812 -0.019210516 -0.089188231 0.984467608
1532199419.859639883 0.690906574 2.179363197 6.707757603 -0.149075484 -0.019249523 -0.088726213 0.984648981
1532199419.910570621 0.690511405 2.181190778 6.716202282 -0.146731597 -0.018069936 -0.088734975 0.985022548
1532199419.959447861 0.689874916 2.183835354 6.725221613 -0.144289877 -0.016158611 -0.089259683 0.985368987
1532199420.008284569 0.687392285 2.186332876 6.732193470 -0.142322845 -0.014957309 -0.089691099 0.985634818
1532199420.059225798 0.685082636 2.189423033 6.740640247 -0.141136734 -0.015417221 -0.089052679 0.985856152
1532199420.108107805 0.682037511 2.191820209 6.747856683 -0.140267101 -0.017269566 -0.087604477 0.986079286
1532199420.159016609 0.680009981 2.195118399 6.756409713 -0.139120011 -0.019994618 -0.085897643 0.986340424
1532199420.207900047 0.676876964 2.196499976 6.761981325 -0.137178783 -0.022502595 -0.084478980 0.986680757
1532199420.256783247 0.674648727 2.199010791 6.769464962 -0.134744995 -0.024187528 -0.082519917 0.987141942
1532199420.307691097 0.672838904 2.201199865 6.777884120 -0.131961056 -0.024925205 -0.080077848 0.987700639
1532199420.356563330 0.673217692 2.203682815 6.786033926 -0.129678204 -0.025282185 -0.077514544 0.988198295
1532199420.407457113 0.673173074 2.205042891 6.791815133 -0.127487954 -0.025625458 -0.075315534 0.988644389
1532199420.456336498 0.674265688 2.207213023 6.799125877 -0.125932136 -0.026041063 -0.073496245 0.988969798
1532199420.507242203 0.674251589 2.210312616 6.805426002 -0.124923446 -0.026609504 -0.072290889 0.989171418
1532199420.556113482 0.675163545 2.214552776 6.811880018 -0.124521575 -0.027383528 -0.071871552 0.989231520
1532199420.604993343 0.675375213 2.216899316 6.817632488 -0.124126390 -0.028419034 -0.072608971 0.989198127
1532199420.704750776 0.679304700 2.223129833 6.831506890 -0.122043538 -0.029842624 -0.076719353 0.989105118
1532199420.755678654 0.682439293 2.227129800 6.840325584 -0.120787221 -0.029547949 -0.078897534 0.989096833
1532199420.804504633 0.684727161 2.230332436 6.848637850 -0.119643462 -0.028984077 -0.080506955 0.989122841
1532199420.853363037 0.687940285 2.232893192 6.854935091 -0.118744300 -0.028420008 -0.081704038 0.989149405
1532199420.904290915 0.689966728 2.235654176 6.860801692 -0.118572006 -0.027799816 -0.082309158 0.989137529
1532199420.953153133 0.691678815 2.238496764 6.866830232 -0.118744754 -0.026764686 -0.082011736 0.989170061
1532199421.004040718 0.693628957 2.240964830 6.871878374 -0.119072869 -0.025047007 -0.081001010 0.989258882
1532199421.052903414 0.696156097 2.243713267 6.876579189 -0.119667916 -0.022776120 -0.080168028 0.989309823
1532199421.152674437 0.701932883 2.247551875 6.886682300 -0.120832442 -0.016191839 -0.080330744 0.989284750
1532199421.252421141 0.709453005 2.251968975 6.896066833 -0.123246445 -0.009000869 -0.081110913 0.989014822
1532199421.301282406 0.711824180 2.252876465 6.898956471 -0.124279932 -0.005173317 -0.082013335 0.988838484
1532199421.352177382 0.714693160 2.254093376 6.903895475 -0.125305851 -0.001068270 -0.083884804 0.988564941
1532199421.401050568 0.718185373 2.255388700 6.909390415 -0.126046896 0.003046340 -0.086179512 0.988269190
1532199421.449931860 0.721827473 2.255875244 6.916816461 -0.126379032 0.007008347 -0.088594513 0.987993034
1532199421.500756502 0.723390240 2.254927627 6.921844234 -0.125752379 0.010248835 -0.091421586 0.987787120
1532199421.600377083 0.723131988 2.253895526 6.933332634 -0.123210065 0.014239071 -0.096539801 0.987571058
1532199421.649179459 0.723386848 2.251963497 6.938835690 -0.120599741 0.015872190 -0.098582426 0.987666584
1532199421.697983742 0.722981983 2.250567455 6.941373357 -0.117483378 0.017317875 -0.100426106 0.987832144
1532199421.748807192 0.723945022 2.249222290 6.946583406 -0.114257293 0.018931069 -0.101387800 0.988082689
1532199421.797613144 0.724954627 2.247445879 6.952401354 -0.111184806 0.020771653 -0.101464337 0.988388317
1532199421.848429680 0.725904451 2.246996398 6.958652599 -0.108365573 0.022853718 -0.101030428 0.988699885
1532199421.897232056 0.727817683 2.246858157 6.963732971 -0.106081031 0.024791632 -0.100445165 0.988960545
1532199421.948156595 0.728397086 2.246523706 6.968507004 -0.104157345 0.026451513 -0.099432690 0.989224295
1532199421.997027397 0.727047506 2.245492163 6.972369856 -0.102438885 0.027392211 -0.097764004 0.989544411
1532199422.145694494 0.727776242 2.245644932 6.990457298 -0.097573888 0.028260568 -0.091081439 0.990648701
1532199422.196592093 0.726681544 2.245113595 6.996863608 -0.095559888 0.027962234 -0.088935786 0.991048358
1532199422.245460033 0.725963268 2.245765417 7.000926903 -0.093932962 0.026868450 -0.086292243 0.991467767
1532199422.294334650 0.724526511 2.246258048 7.002777236 -0.092779018 0.025228790 -0.083311579 0.991874358
1532199422.345225573 0.722657805 2.246440577 7.006246592 -0.091809272 0.023667007 -0.080716409 0.992217613
1532199422.394086123 0.721679770 2.248351689 7.009358963 -0.091808179 0.022558580 -0.078752083 0.992401369
1532199422.444976091 0.722672473 2.251573162 7.013474377 -0.092449273 0.022092583 -0.076975438 0.992491729
1532199422.544729471 0.722479518 2.256444900 7.021770888 -0.094806898 0.021776039 -0.074701202 0.992450093
1532199422.593600988 0.721850015 2.259744074 7.027399074 -0.096537789 0.020902740 -0.074444180 0.992321316
1532199422.642466545 0.720459063 2.262401514 7.032674094 -0.098552959 0.019673541 -0.074431538 0.992149289
1532199422.693356037 0.719776085 2.265659761 7.035666746 -0.100652189 0.018030562 -0.074254675 0.991983003
1532199422.742229462 0.719414815 2.268687743 7.039861540 -0.102523614 0.016238501 -0.073859357 0.991851811
1532199422.793155432 0.718195456 2.273621674 7.048384546 -0.104726691 0.014372704 -0.073571329 0.991671823
1532199422.841982365 0.716841143 2.276237290 7.053424930 -0.106261041 0.012766928 -0.073428718 0.991541134
1532199422.890835762 0.715672953 2.279571939 7.059404554 -0.107854656 0.011281903 -0.073193405 0.991404467
1532199422.941738844 0.715935955 2.283629358 7.066622107 -0.109556868 0.009682820 -0.072658508 0.991274067
1532199422.990589619 0.715546205 2.287071999 7.072390643 -0.111009956 0.008164325 -0.071930664 0.991179153
1532199423.041459799 0.715838337 2.290864364 7.078512549 -0.112403665 0.007085321 -0.070810370 0.991111046
1532199423.090297222 0.717345795 2.294540453 7.084823482 -0.113633417 0.006915844 -0.069491321 0.991065373
1532199423.139126062 0.718614541 2.298494569 7.089969669 -0.114867623 0.007629121 -0.067974034 0.991023086
1532199423.189975739 0.720840930 2.302111590 7.095381696 -0.116131751 0.009125503 -0.065885302 0.991004172
1532199423.238800287 0.723669720 2.304939092 7.100167569 -0.117108521 0.010940877 -0.063756504 0.991010091
1532199423.289668083 0.727339093 2.308505779 7.106747842 -0.118117184 0.012804501 -0.062073692 0.990974890
1532199423.338507891 0.728225399 2.311166817 7.110923198 -0.119102319 0.014242194 -0.060858845 0.990912710
1532199423.389359236 0.728393451 2.313736391 7.114569861 -0.120060271 0.015347393 -0.059615577 0.990856181
1532199423.438199997 0.729733686 2.316452825 7.120072162 -0.121264167 0.015975971 -0.058274006 0.990779446
1532199423.487044096 0.730557845 2.318411094 7.124545000 -0.122487650 0.016880859 -0.057060614 0.990684561
1532199423.586683750 0.732028588 2.321108671 7.132655541 -0.124093732 0.020517329 -0.054300634 0.990571162
1532199423.637503147 0.733916675 2.323825535 7.139277274 -0.124928757 0.022403285 -0.052826701 0.990505042
1532199423.686229229 0.735958955 2.325656621 7.145777989 -0.125525362 0.023945792 -0.051824597 0.990446462
1532199423.734999180 0.737563348 2.326711394 7.152542428 -0.125556312 0.025244289 -0.051453759 0.990429628
1532199423.785866976 0.739130181 2.328541074 7.161869121 -0.125836861 0.026235985 -0.051612358 0.990359996
1532199423.834706545 0.740024154 2.329763377 7.168917137 -0.125824244 0.026778081 -0.052044345 0.990324482
1532199424.034101248 0.736819480 2.333721687 7.192909329 -0.125915202 0.025655343 -0.054435481 0.990214090
1532199424.082931280 0.737853631 2.334892926 7.200270348 -0.126053225 0.024100353 -0.054228607 0.990246947
1532199424.133785248 0.740344507 2.335642768 7.208518672 -0.126046755 0.022487315 -0.054362137 0.990278392
1532199424.182623863 0.743535182 2.336002307 7.216544776 -0.125918869 0.021729484 -0.054856038 0.990284344
1532199424.233484507 0.748786751 2.335999938 7.223145271 -0.125289069 0.021808160 -0.055034653 0.990352584
1532199424.282322645 0.754965665 2.337025478 7.228773003 -0.124324388 0.022570691 -0.055745960 0.990417285
1532199424.331158400 0.759581281 2.339512519 7.234180422 -0.124158964 0.023568572 -0.056803883 0.990354680
1532199424.382027149 0.763149197 2.342290227 7.237391228 -0.124553363 0.024639480 -0.057814030 0.990220629
1532199424.430867672 0.766104916 2.344060485 7.238131901 -0.125725775 0.025737319 -0.058254233 0.990018719
1532199424.530578375 0.774127374 2.349472306 7.245284818 -0.130176296 0.030120851 -0.058758630 0.989289791
1532199424.630288124 0.786400173 2.354523170 7.257465038 -0.135592876 0.038085819 -0.061758220 0.988104228
1532199424.729967594 0.796708405 2.358678249 7.270461679 -0.142380836 0.046971582 -0.067011957 0.986423218
1532199424.778799057 0.800464751 2.362122863 7.278677678 -0.145880015 0.051085854 -0.070314370 0.985477116
1532199424.829684973 0.804327855 2.363851963 7.287211946 -0.150043121 0.055038791 -0.074298549 0.984346239
1532199424.878463030 0.808927343 2.365635401 7.296261644 -0.154058124 0.058762389 -0.078047931 0.983220014
1532199424.927287817 0.811782374 2.365967177 7.304664926 -0.157607348 0.062606161 -0.081730803 0.982120394
1532199424.978187561 0.812828068 2.366760382 7.314142060 -0.160763833 0.066386858 -0.085433544 0.981044792
1532199425.026993275 0.811780104 2.365996649 7.324384867 -0.163579748 0.069433869 -0.088762527 0.980072353
1532199425.077890158 0.808550567 2.363717896 7.331603647 -0.165487473 0.072094985 -0.091993735 0.979261641
1532199425.175557375 0.802941427 2.359591504 7.348193955 -0.167422257 0.075998645 -0.094621533 0.978386815
1532199425.474764347 0.784235534 2.333443286 7.416733885 -0.150561793 0.077503960 -0.072734590 0.982870267
1532199425.574487686 0.776276972 2.326770907 7.438230137 -0.142700995 0.074178327 -0.060941562 0.985099045
1532199425.623345137 0.772611261 2.325554386 7.447280967 -0.140539480 0.071554232 -0.055145292 0.985945051
1532199425.674218416 0.769402365 2.323520900 7.455523022 -0.138343896 0.068449285 -0.049674398 0.986766495
1532199425.723073959 0.767174298 2.322636097 7.465619988 -0.137917781 0.065106653 -0.045648606 0.987246683
1532199426.270631790 0.769861607 2.304341219 7.557036462 -0.138930039 0.036490456 -0.058899678 0.987875356
1532199426.368370771 0.768691980 2.303600175 7.570463376 -0.137550831 0.033774346 -0.064298594 0.987828301
1532199426.867147684 0.801780056 2.309419926 7.644914626 -0.124832957 0.051920642 -0.079746982 0.987603867
1532199427.164321184 0.798935973 2.320819755 7.699182809 -0.125283594 0.062890868 -0.079732650 0.986910059
1532199427.512441158 0.809351668 2.332055305 7.759057525 -0.123904952 0.068463723 -0.063125216 0.987914717
1532199427.760784149 0.815953595 2.339913367 7.795790884 -0.122375790 0.065294493 -0.066576042 0.988093328
1532199428.057948112 0.835342164 2.358171320 7.844823772 -0.128356137 0.069805173 -0.079387104 0.986077901
1532199428.456933498 0.847745053 2.383422816 7.909979822 -0.138283636 0.076165035 -0.087986721 0.983531830
1532199428.754086971 0.854173270 2.397384930 7.962343184 -0.140101844 0.075755961 -0.078083969 0.984141962
1532199429.002385139 0.855515440 2.405936878 8.001243962 -0.140349313 0.078088322 -0.069098490 0.984596203
1532199429.201875448 0.857940786 2.415716874 8.042257857 -0.140118318 0.075617407 -0.067385549 0.984940634
1532199429.598841429 0.865239501 2.439942903 8.111167068 -0.139468364 0.067358678 -0.075326725 0.985056987
1532199430.095499992 0.871340286 2.463222477 8.198802135 -0.144458610 0.051217873 -0.071703307 0.985579563
1532199430.345863104 0.874595812 2.469527857 8.238486580 -0.142699516 0.047305526 -0.072560059 0.985968596
1532199430.742884874 0.877781256 2.480913222 8.303701021 -0.137797464 0.034091621 -0.077454819 0.986838574
1532199431.139751434 0.870266661 2.490209825 8.365149982 -0.123883412 0.014678308 -0.077064965 0.989190800
1532199431.438895226 0.867628346 2.499835816 8.400869461 -0.119186833 -0.002071046 -0.068595558 0.990497279
1532199431.884613276 0.875528045 2.517917075 8.460792517 -0.124126103 -0.008762510 -0.075160025 0.989377026
1532199432.183787584 0.867274812 2.525278768 8.505293610 -0.121473150 -0.013021698 -0.087314581 0.988661152
1532199432.232618570 0.865416687 2.525957673 8.513251214 -0.119596129 -0.014398987 -0.088364667 0.988777589
1532199432.729203224 0.845413932 2.546780938 8.583241995 -0.102459345 -0.035368821 -0.091429910 0.989894793
1532199433.128090382 0.823806398 2.565649374 8.639114966 -0.095210708 -0.057090922 -0.096459587 0.989126431
1532199433.227825403 0.818208950 2.572470704 8.652893356 -0.092596285 -0.064482418 -0.095932310 0.988971657
1532199433.873090029 0.793739663 2.630087861 8.743447722 -0.091193908 -0.115918280 -0.085722815 0.985341678
1532199434.170330763 0.798871106 2.658788278 8.773922103 -0.092383657 -0.126592324 -0.082966450 0.984152535
1532199434.221224546 0.800286946 2.664121417 8.780262492 -0.093614423 -0.127272567 -0.082467451 0.983990423
1532199434.518406630 0.809388986 2.691729290 8.815997365 -0.101100730 -0.124333965 -0.079989514 0.983829958
1532199434.817541361 0.812666533 2.716287045 8.855129610 -0.105410359 -0.122015497 -0.075016163 0.984059678
1532199434.917244196 0.812788296 2.721069742 8.866572867 -0.104426580 -0.123214366 -0.072908576 0.984173587
1532199435.214377165 0.808751646 2.739418346 8.899674634 -0.094507109 -0.129476599 -0.071447384 0.984479298
1532199435.513505220 0.802496167 2.759131075 8.923712964 -0.096398321 -0.141326839 -0.064249090 0.983161300
1532199435.710968733 0.800245356 2.769375266 8.941158907 -0.103604688 -0.143541989 -0.064697834 0.982077368
1532199436.010254145 0.796806525 2.782876149 8.970016312 -0.111762537 -0.145444914 -0.074982184 0.980169671
1532199436.307373047 0.797914877 2.786472185 8.998872403 -0.120418551 -0.141039413 -0.077746209 0.979572756
1532199436.606475353 0.806020348 2.781875950 9.042496618 -0.126513717 -0.124559366 -0.079967723 0.980859015
1532199436.803916454 0.813295293 2.775466306 9.073887693 -0.131132738 -0.115780192 -0.078872197 0.981416491
1532199437.351532221 0.820497538 2.743480080 9.178419820 -0.122230045 -0.109450448 -0.089749694 0.982357067
1532199437.551017284 0.824207034 2.732089436 9.204454373 -0.118164365 -0.113838311 -0.087249783 0.982581038
1532199437.848174334 0.837628921 2.712690601 9.255916980 -0.117008413 -0.110120171 -0.077871433 0.983930190
1532199437.897023439 0.839633069 2.710163185 9.262895958 -0.115350466 -0.109014556 -0.076492145 0.984357175
1532199438.196235180 0.857480038 2.694942430 9.307358281 -0.110425102 -0.100513103 -0.066352482 0.986560065
1532199438.295958996 0.865101792 2.689250900 9.323755499 -0.107615752 -0.095398608 -0.064969441 0.987469963
1532199438.395625591 0.870035358 2.685447965 9.339134642 -0.103210137 -0.090502511 -0.064173845 0.988452670
1532199438.544198513 0.876717963 2.680345068 9.360992368 -0.098216489 -0.084269730 -0.060671280 0.989732858
1532199438.593041897 0.878569962 2.677827425 9.367569958 -0.096169206 -0.082183591 -0.059556113 0.990176959
1532199438.892199993 0.886934410 2.671865799 9.420768180 -0.079854883 -0.073607130 -0.054339364 0.992598822
1532199439.189383745 0.895927754 2.687259950 9.476433784 -0.089910652 -0.077824726 -0.058720886 0.991166608
1532199439.337957144 0.905676355 2.693010403 9.511795143 -0.097789988 -0.076174009 -0.069641543 0.989840742
1532199439.637119532 0.909279134 2.696484576 9.570308309 -0.110397949 -0.074718642 -0.086117355 0.987326298
1532199439.685961008 0.907783635 2.696170665 9.579457328 -0.111467138 -0.074616881 -0.087663937 0.987077724
1532199439.885443687 0.902561993 2.691911397 9.614671434 -0.113514370 -0.074168380 -0.094751878 0.986222906
1532199440.233567715 0.888803053 2.691214157 9.676312380 -0.118476141 -0.081387277 -0.096988130 0.984851673
1532199440.530776501 0.884365761 2.693846105 9.732026080 -0.122709305 -0.089371704 -0.076491819 0.985446156
1532199440.829965353 0.895387505 2.696965570 9.777407000 -0.123315992 -0.088196039 -0.069238147 0.986012527
1532199440.929684401 0.899405297 2.701372114 9.790886137 -0.124682184 -0.085495245 -0.072978968 0.985808798
1532199441.226751566 0.909719973 2.713945073 9.829525477 -0.129940601 -0.073932061 -0.079467893 0.985562958
1532199441.625540733 0.907735227 2.727485281 9.877575672 -0.131152506 -0.059103435 -0.061872084 0.987662720
1532199442.219579458 0.900423604 2.748501800 9.955297655 -0.136330560 -0.058213148 -0.048366786 0.987768121
1532199442.518720627 0.892227051 2.760649857 9.993878737 -0.132636560 -0.062507648 -0.043920818 0.988216221
1532199442.815820456 0.887838553 2.774435792 10.030150643 -0.130662440 -0.070968124 -0.044026826 0.987903078
1532199443.163748264 0.890583690 2.793243339 10.062519745 -0.138490276 -0.075031216 -0.047179671 0.986389801
1532199444.256936073 0.903740707 2.796007920 10.158586275 -0.128433842 -0.061189867 -0.047016415 0.988711285
1532199444.556171179 0.905253642 2.794720033 10.183827768 -0.124316305 -0.058137156 -0.049841337 0.989283260
1532199444.953063726 0.924261304 2.797559087 10.221134944 -0.120678296 -0.048846458 -0.070090261 0.989008659
1532199445.400828123 0.945467376 2.793907174 10.267239422 -0.108235962 -0.036897692 -0.101051917 0.988287431
1532199446.045846939 0.958833462 2.820797219 10.340162201 -0.093385567 -0.032770427 -0.048154041 0.993924757
1532199446.493613958 0.956351935 2.841691742 10.388908573 -0.097754771 -0.042627265 -0.043644189 0.993338868
1532199446.841837406 0.951048224 2.861760716 10.422344502 -0.106930863 -0.051524123 -0.048659690 0.991737511
1532199447.538372993 0.937474624 2.892824499 10.506982129 -0.108053549 -0.060155174 -0.052212360 0.990948866
1532199448.184128046 0.929383569 2.919662860 10.572136471 -0.115335500 -0.072516704 -0.049130795 0.989457030
1532199448.632202864 0.919113897 2.916580971 10.612294436 -0.107943549 -0.074388395 -0.048131201 0.990200962
1532199449.328397751 0.908030840 2.918799339 10.672792112 -0.108980916 -0.072285608 -0.045790033 0.990354090
1532199450.370143890 0.883806129 2.950617112 10.776759930 -0.123030594 -0.089850969 -0.072837051 0.985639407
1532199451.017322302 0.867606398 2.992205698 10.824905332 -0.130830674 -0.117714254 -0.072472025 0.981720171
1532199451.562538624 0.855346738 3.044416048 10.863718277 -0.137476525 -0.105599219 -0.074688835 0.982023721
1532199452.209468603 0.830103116 3.129814030 10.903864189 -0.156643728 -0.106536574 -0.071819864 0.979262277
1532199452.457717896 0.815201619 3.164852149 10.919342291 -0.162733805 -0.115406942 -0.073773972 0.977116343
1532199453.053836584 0.786966443 3.242092012 10.952613386 -0.183572645 -0.114445595 -0.071534098 0.973697162
1532199453.698915243 0.750239820 3.308512907 10.974180612 -0.221777498 -0.076575077 -0.094920633 0.967440475
1532199454.295231104 0.695006145 3.335424124 11.005910480 -0.231666206 -0.068890889 -0.093148647 0.965871702
1532199454.594384193 0.673376339 3.356321273 11.022854500 -0.231975038 -0.070741277 -0.072198409 0.967455758
1532199455.239472389 0.629365583 3.415215234 11.064502425 -0.237827687 -0.050394399 -0.086174616 0.966163719
1532199455.687180996 0.575985592 3.468510585 11.103567460 -0.238205535 -0.055859077 -0.071280248 0.966983460
1532199456.035131454 0.534742675 3.509687887 11.142886871 -0.236982244 -0.070577421 -0.065287750 0.966744927
1532199456.083965063 0.530646195 3.515992486 11.148039468 -0.237503457 -0.072850302 -0.064624068 0.966492975
1532199456.631353855 0.493536157 3.553260348 11.223367731 -0.226558851 -0.079331274 -0.037232749 0.970047091
1532199456.977341175 0.465816953 3.582937518 11.271440167 -0.213482382 -0.085742017 -0.036069694 0.972508384
1532199457.325196505 0.433780559 3.613194675 11.317552987 -0.202241054 -0.097878020 -0.028592187 0.974012801
1532199457.673092365 0.391952556 3.635585054 11.359209718 -0.188225349 -0.109097792 -0.023087702 0.975774486
1532199458.220434904 0.316812558 3.675997073 11.424590812 -0.153221927 -0.139001237 -0.013956234 0.978267305
1532199458.568377495 0.273345030 3.717708380 11.460295136 -0.155820810 -0.161013343 -0.014586325 0.974464888
1532199458.668114901 0.264657814 3.727151796 11.469161680 -0.152442604 -0.164366367 -0.017128627 0.974398050
1532199458.916354179 0.239055581 3.755903849 11.494915112 -0.144982907 -0.170509032 -0.024174048 0.974331690
1532199458.965193033 0.234303657 3.761616645 11.500257025 -0.143675825 -0.171768642 -0.024918987 0.974285294
1532199459.113723993 0.218215508 3.775923454 11.515267867 -0.139492327 -0.175110326 -0.023534672 0.974332789
1532199459.512441158 0.167668384 3.811817997 11.557882436 -0.123946337 -0.184797218 -0.017554821 0.974771318
1532199459.610067368 0.149205973 3.822400500 11.566856009 -0.120467855 -0.189590877 -0.019390655 0.974251917
1532199460.157269001 0.059553630 3.880627846 11.607084991 -0.109133542 -0.228904485 -0.030044556 0.966845350
1532199460.356666565 0.029035604 3.906297044 11.618497625 -0.107260394 -0.246051452 -0.030163591 0.962831267
1532199460.604917288 0.001403587 3.935941764 11.631135364 -0.108696625 -0.264205988 -0.025757219 0.957975368
1532199461.101384401 -0.044254287 3.986708368 11.665841436 -0.103211028 -0.283631221 -0.012584051 0.953279841
1532199461.398450136 -0.066355789 4.023053659 11.689221018 -0.107708628 -0.293773513 -0.022869666 0.949511955
1532199461.449305058 -0.069327296 4.029263841 11.693003105 -0.107765017 -0.295080909 -0.025231044 0.949040227
1532199461.746382236 -0.081502752 4.063276400 11.715469878 -0.114343951 -0.290955043 -0.031677798 0.949350905
1532199462.045299530 -0.105531262 4.068859734 11.735498854 -0.113781412 -0.287544031 -0.033491261 0.950394947
1532199462.342216253 -0.123832739 4.068993964 11.755096026 -0.105801443 -0.287902815 -0.046209034 0.950674891
1532199462.641134501 -0.152549671 4.055358733 11.786773469 -0.088705021 -0.284111712 -0.069227700 0.952165679
1532199462.938222408 -0.186516976 4.054687463 11.816207499 -0.076979730 -0.289373696 -0.082811322 0.950515266
1532199463.882622719 -0.300181928 3.993073048 11.897076097 -0.029369992 -0.334180431 -0.086727748 0.938050714
1532199464.230604649 -0.320787291 4.005756505 11.913323860 -0.020755410 -0.336565959 -0.113468604 0.934568052
1532199464.527696133 -0.331367799 4.022325782 11.928985049 -0.015565095 -0.333901260 -0.127279929 0.933845542
1532199464.826830387 -0.334898824 4.053239360 11.936667139 -0.025969432 -0.326790748 -0.112953435 0.937963175
1532199465.274583101 -0.356000574 4.084118252 11.953891781 -0.044152595 -0.311655857 -0.055206035 0.947561855
1532199465.571730614 -0.378193256 4.118199591 11.968775301 -0.058992627 -0.323970447 -0.027700986 0.943819726
1532199465.968566179 -0.406969733 4.178714605 12.013643318 -0.068900308 -0.332836669 -0.029286327 0.940007878
1532199466.267838955 -0.434765052 4.211994576 12.055016744 -0.071858127 -0.332739188 -0.031814881 0.939738717
1532199466.764337301 -0.487823839 4.249875054 12.115258543 -0.081792436 -0.332204000 -0.035441721 0.938985828
1532199467.012644053 -0.521711694 4.253850122 12.134364285 -0.084059032 -0.334414650 -0.030646967 0.938169326
1532199467.360584736 -0.583748550 4.255617066 12.150436111 -0.076372491 -0.353236845 -0.032035434 0.931860883
1532199467.857160807 -0.655439810 4.285658237 12.167978462 -0.083278455 -0.377712418 -0.045112215 0.921066185
1532199468.005737066 -0.675850636 4.294571678 12.174625410 -0.088183106 -0.383018492 -0.044746716 0.918432527
1532199468.553120613 -0.719385769 4.301296212 12.208139083 -0.080218708 -0.379415829 -0.026149425 0.921371149
1532199468.949912548 -0.774007401 4.326413284 12.241552487 -0.076498099 -0.372488972 0.000792032 0.924878035
1532199469.149368286 -0.810749705 4.341821539 12.262427048 -0.079685756 -0.379139436 0.007901350 0.921868232
1532199469.645866632 -0.908647740 4.376096743 12.299702233 -0.085863737 -0.408116015 -0.013711930 0.908779797
1532199469.694703579 -0.918443098 4.379459850 12.301944416 -0.084619270 -0.412815964 -0.017889743 0.906698691
1532199470.042679787 -0.969259532 4.398359118 12.328683736 -0.079586839 -0.428656513 -0.039617089 0.899082874
1532199470.341804981 -1.009381404 4.420936031 12.346557789 -0.073346081 -0.438489133 -0.058890761 0.893800599
1532199470.789486408 -1.073087681 4.452986941 12.371042610 -0.071648190 -0.453390840 -0.058521647 0.886497885
1532199470.887175083 -1.085679927 4.459952140 12.373063301 -0.068103199 -0.457664001 -0.058506566 0.884580465
1532199470.986893415 -1.092710778 4.467998581 12.378778545 -0.065745596 -0.460704573 -0.057966422 0.883214983
1532199471.235159874 -1.115859905 4.486343443 12.397204596 -0.059074396 -0.455367984 -0.061659141 0.886198829
1532199471.633856773 -1.170882918 4.519260432 12.418483649 -0.046468753 -0.452227754 -0.054753919 0.889006593
1532199472.079323530 -1.238814278 4.559979522 12.435954010 -0.052163470 -0.461661098 -0.046020996 0.884324641
1532199472.229870319 -1.261286986 4.566763987 12.441980508 -0.047036095 -0.468949694 -0.046993416 0.880718689
1532199472.526817322 -1.302663131 4.587576442 12.459274989 -0.039017432 -0.478318216 -0.051382340 0.875813439
1532199472.626461983 -1.323376016 4.593822882 12.465385529 -0.038705808 -0.481027836 -0.050938686 0.874367961
1532199472.726116419 -1.346451483 4.599240289 12.470679532 -0.039380905 -0.486002646 -0.048972258 0.871695067
1532199473.171582222 -1.424232909 4.612335395 12.489384461 -0.048094829 -0.518142038 -0.044088784 0.852802377
1532199473.370940685 -1.449110234 4.615807719 12.497002061 -0.046505650 -0.532106207 -0.047013508 0.844091191
1532199473.570392132 -1.459300233 4.622730694 12.507457933 -0.046670874 -0.541951939 -0.053256106 0.837420869
1532199473.918451786 -1.505761333 4.640939057 12.538475861 -0.054423127 -0.546079964 -0.065144104 0.833421287
1532199474.315356731 -1.562590014 4.652636871 12.568263462 -0.052115462 -0.552233043 -0.062502911 0.829708401
1532199474.663262844 -1.594990358 4.672556222 12.583390306 -0.069202186 -0.558472425 -0.056888309 0.824671649
1532199475.506571531 -1.681721117 4.711894515 12.646821848 -0.095625542 -0.558709165 -0.054068827 0.822056194
1532199475.903180599 -1.710079875 4.723679238 12.671772845 -0.083982881 -0.554630973 -0.062778960 0.825463604
1532199476.302049637 -1.757103448 4.740572722 12.686853679 -0.084718065 -0.561717277 -0.060733658 0.820736238
1532199476.599093437 -1.765242358 4.737029723 12.705598957 -0.066876710 -0.564976100 -0.067205997 0.819641913
1532199477.343749285 -1.864354983 4.766872882 12.771078834 -0.057810056 -0.559783931 -0.080092457 0.822730300
1532199477.691693544 -1.914017217 4.780857472 12.781662984 -0.069953884 -0.560603165 -0.062512924 0.822753110
1532199477.990964413 -1.944845296 4.768978866 12.800190854 -0.075033685 -0.571697294 -0.067153943 0.814261934
1532199478.139512300 -1.982157093 4.771917112 12.827329376 -0.073160845 -0.571863320 -0.074498118 0.813676757
1532199478.684806824 -2.044560201 4.757675522 12.879402760 -0.061307669 -0.568638369 -0.060642289 0.818055186
1532199479.083595991 -2.038116977 4.760858976 12.869993808 -0.054935995 -0.571413483 -0.060661921 0.816571368
1532199479.828172922 -2.184596283 4.808802599 12.928135391 -0.051424176 -0.600994654 -0.067043497 0.794774275
1532199480.224902391 -2.245586673 4.829379721 12.938779180 -0.047202799 -0.613704945 -0.070445352 0.784968527
1532199480.772150517 -2.275238076 4.864386040 12.923492390 -0.035793057 -0.630403261 -0.068037396 0.772451615
